SHIPMENT_ID,ORDER_ID,SHIP_DATE,SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION
6070,CA-2017-167542,2017-08-20,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
6071,CA-2015-120901,2016-01-04,Standard Class,Consumer,United States,Austin,Texas,78745,Central
6074,CA-2017-121398,2017-12-29,Standard Class,Corporate,United States,Los Angeles,California,90008,West
6076,CA-2016-151561,2016-09-07,Standard Class,Consumer,United States,New York City,New York,10011,East
6080,CA-2017-154676,2017-08-08,First Class,Home Office,United States,Houston,Texas,77070,Central
6081,US-2014-165589,2014-02-18,Same Day,Consumer,United States,Lubbock,Texas,79424,Central
6082,US-2016-132577,2016-11-27,Standard Class,Consumer,United States,Houston,Texas,77095,Central
6087,CA-2015-114048,2015-12-18,Standard Class,Consumer,United States,Costa Mesa,California,92627,West
6088,CA-2015-137281,2015-06-17,Standard Class,Corporate,United States,Roswell,Georgia,30076,South
6089,US-2017-162068,2017-12-31,Second Class,Corporate,United States,Loveland,Colorado,80538,West
6090,CA-2017-100111,2017-09-26,Standard Class,Consumer,United States,New York City,New York,10035,East
6104,US-2017-132381,2017-08-24,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
6105,CA-2015-147011,2015-06-22,Standard Class,Corporate,United States,Miami,Florida,33178,South
6106,CA-2014-120852,2014-12-25,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central
6108,CA-2016-150007,2016-09-16,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
6110,CA-2016-124590,2016-11-16,Standard Class,Consumer,United States,Parma,Ohio,44134,East
6115,CA-2016-133802,2016-03-20,Standard Class,Corporate,United States,Redwood City,California,94061,West
6116,US-2016-113677,2016-11-19,Standard Class,Home Office,United States,New York City,New York,10011,East
6118,CA-2017-143378,2017-09-25,Standard Class,Corporate,United States,Springfield,Oregon,97477,West
6122,CA-2017-152660,2017-12-09,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
6123,CA-2015-142139,2015-09-05,Standard Class,Home Office,United States,Bedford,Texas,76021,Central
6124,CA-2017-145772,2017-06-07,Standard Class,Corporate,United States,Los Angeles,California,90036,West
6127,CA-2016-124100,2016-04-06,Standard Class,Consumer,United States,New York City,New York,10009,East
6128,US-2014-158400,2014-10-28,First Class,Corporate,United States,San Francisco,California,94109,West
6129,CA-2017-162033,2017-04-02,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South
6131,CA-2014-163447,2014-12-31,Standard Class,Home Office,United States,New York City,New York,10011,East
6132,CA-2017-145737,2017-09-20,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South
6133,CA-2016-148096,2016-08-19,First Class,Corporate,United States,Los Angeles,California,90045,West
6134,CA-2016-146766,2016-11-04,Same Day,Consumer,United States,Chula Vista,California,91911,West
6135,CA-2015-105613,2015-10-22,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central
6137,US-2016-142251,2016-11-04,Second Class,Consumer,United States,Hollywood,Florida,33021,South
6138,CA-2014-131247,2014-04-04,Standard Class,Consumer,United States,San Francisco,California,94110,West
6139,US-2015-113593,2015-04-20,First Class,Consumer,United States,Santa Maria,California,93454,West
6140,CA-2017-121083,2017-07-15,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East
6144,CA-2017-151190,2017-07-01,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central
6145,CA-2014-133543,2014-12-26,Standard Class,Consumer,United States,San Jose,California,95123,West
6146,CA-2017-105130,2017-11-25,Standard Class,Corporate,United States,San Francisco,California,94122,West
6148,CA-2016-161928,2016-06-29,Second Class,Consumer,United States,San Francisco,California,94109,West
6149,CA-2017-101322,2017-12-31,First Class,Corporate,United States,Long Beach,California,90805,West
6150,US-2016-106600,2016-04-11,First Class,Consumer,United States,Columbus,Georgia,31907,South
6151,CA-2014-111871,2014-03-21,Second Class,Home Office,United States,San Francisco,California,94110,West
6152,CA-2017-139437,2017-07-08,Standard Class,Consumer,United States,Los Angeles,California,90004,West
6153,CA-2017-151484,2017-04-23,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
6157,CA-2016-104150,2016-08-05,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central
6159,CA-2016-161025,2016-12-09,Standard Class,Consumer,United States,Los Angeles,California,90049,West
6160,CA-2014-103989,2014-03-21,First Class,Corporate,United States,Lakeland,Florida,33801,South
6167,CA-2015-142433,2015-04-25,Standard Class,Consumer,United States,Houston,Texas,77036,Central
6168,CA-2015-132815,2015-09-22,Second Class,Corporate,United States,Los Angeles,California,90008,West
6169,CA-2014-101266,2014-08-30,Second Class,Consumer,United States,Springfield,Virginia,22153,South
6170,CA-2016-141523,2016-12-24,Second Class,Corporate,United States,New York City,New York,10035,East
6172,US-2014-106299,2014-08-08,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central
6175,CA-2015-158421,2015-09-26,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South
6184,CA-2016-143609,2016-12-13,First Class,Home Office,United States,Portland,Oregon,97206,West
6185,CA-2015-138331,2015-08-12,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6186,CA-2015-138954,2015-11-17,First Class,Corporate,United States,New York City,New York,10035,East
6189,CA-2017-157903,2017-04-08,Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central
6190,CA-2016-157259,2016-12-28,Standard Class,Consumer,United States,New York City,New York,10035,East
6191,CA-2017-107986,2017-12-13,Same Day,Consumer,United States,Seattle,Washington,98103,West
6192,CA-2017-104927,2017-12-26,Standard Class,Consumer,United States,Houston,Texas,77095,Central
6195,CA-2017-113453,2017-10-28,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
6197,CA-2015-149909,2015-11-17,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central
6200,CA-2015-146675,2015-04-20,Standard Class,Consumer,United States,Evanston,Illinois,60201,Central
6202,CA-2016-118332,2016-12-23,Standard Class,Consumer,United States,Apple Valley,California,92307,West
6203,CA-2016-133669,2016-10-27,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
6204,CA-2017-145660,2017-12-03,First Class,Home Office,United States,Marion,Ohio,43302,East
6205,CA-2016-133697,2016-10-24,Second Class,Consumer,United States,Houston,Texas,77095,Central
6208,CA-2017-148138,2017-10-03,Standard Class,Corporate,United States,Marion,Ohio,43302,East
6209,CA-2017-119809,2017-08-25,Standard Class,Corporate,United States,Seattle,Washington,98103,West
6212,CA-2017-149944,2017-11-16,Second Class,Consumer,United States,Longview,Washington,98632,West
6214,CA-2014-128538,2014-10-15,Standard Class,Consumer,United States,Redondo Beach,California,90278,West
6215,CA-2015-161711,2015-12-03,Standard Class,Corporate,United States,New York City,New York,10035,East
6217,US-2015-129553,2015-08-02,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South
6218,CA-2016-160220,2016-10-26,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central
6221,US-2017-157224,2017-09-18,Second Class,Consumer,United States,Los Angeles,California,90045,West
6222,CA-2017-140627,2017-12-27,Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South
6225,CA-2015-133445,2015-10-09,Standard Class,Consumer,United States,Portland,Oregon,97206,West
6227,CA-2014-148782,2014-11-07,Standard Class,Consumer,United States,Irving,Texas,75061,Central
6228,CA-2016-148208,2016-01-27,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East
6230,CA-2017-127656,2017-07-17,Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central
6231,US-2017-142188,2017-09-11,Same Day,Consumer,United States,Seattle,Washington,98105,West
6236,CA-2016-144400,2016-02-27,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
6237,US-2016-155180,2016-01-29,Standard Class,Consumer,United States,New York City,New York,10009,East
6238,CA-2015-134075,2015-12-16,Standard Class,Consumer,United States,San Jose,California,95123,West
6240,US-2016-131912,2016-11-01,Second Class,Consumer,United States,Los Angeles,California,90008,West
6241,CA-2017-141572,2017-05-31,Second Class,Corporate,United States,Concord,New Hampshire,3301,East
6242,CA-2014-134621,2014-12-28,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South
6243,CA-2016-165561,2016-11-28,Standard Class,Home Office,United States,Bellevue,Washington,98006,West
6244,CA-2015-112305,2015-11-25,Standard Class,Home Office,United States,Seattle,Washington,98105,West
6247,CA-2017-121580,2017-06-04,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central
6251,CA-2014-101147,2014-12-04,First Class,Consumer,United States,Chicago,Illinois,60623,Central
6252,CA-2014-165806,2014-04-07,Same Day,Home Office,United States,Marietta,Georgia,30062,South
6254,CA-2015-151624,2015-09-14,Standard Class,Corporate,United States,Montgomery,Alabama,36116,South
6255,CA-2017-139444,2017-09-15,Standard Class,Corporate,United States,Plano,Texas,75023,Central
6256,CA-2015-133977,2015-09-08,Second Class,Home Office,United States,Tamarac,Florida,33319,South
6257,CA-2017-141425,2017-11-06,Second Class,Corporate,United States,Columbus,Ohio,43229,East
6258,CA-2015-133536,2015-03-30,Second Class,Consumer,United States,New York City,New York,10009,East
6259,CA-2015-150441,2015-08-17,Second Class,Consumer,United States,Richmond,Indiana,47374,Central
6260,CA-2015-162607,2015-05-18,Standard Class,Consumer,United States,Seattle,Washington,98115,West
6261,CA-2017-103506,2017-07-27,Standard Class,Corporate,United States,Long Beach,New York,11561,East
6262,CA-2016-132479,2016-09-26,First Class,Corporate,United States,Rockford,Illinois,61107,Central
6263,CA-2017-160724,2017-05-10,Standard Class,Corporate,United States,Columbus,Georgia,31907,South
6264,US-2016-115952,2016-10-06,Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central
6265,CA-2014-146731,2014-11-08,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South
6267,CA-2015-115392,2015-10-04,Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East
6269,CA-2017-102379,2017-12-06,Standard Class,Corporate,United States,Oakland,California,94601,West
6272,CA-2017-149706,2017-12-12,First Class,Corporate,United States,Palatine,Illinois,60067,Central
6273,US-2016-139087,2016-07-22,Second Class,Consumer,United States,Seattle,Washington,98105,West
6280,CA-2017-152226,2017-05-16,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East
6281,CA-2015-116484,2015-11-26,Standard Class,Consumer,United States,Marion,Ohio,43302,East
6283,CA-2016-100944,2016-09-28,Standard Class,Corporate,United States,Los Angeles,California,90049,West
6285,CA-2016-125080,2016-10-26,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East
6286,CA-2016-121020,2016-10-31,Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South
6287,CA-2014-100090,2014-07-12,Standard Class,Corporate,United States,San Francisco,California,94122,West
6289,US-2015-139675,2015-03-18,Second Class,Home Office,United States,Chico,California,95928,West
6291,CA-2017-143756,2017-12-05,First Class,Consumer,United States,Salem,Virginia,24153,South
6292,CA-2015-151253,2015-04-26,Standard Class,Consumer,United States,Los Angeles,California,90008,West
6294,CA-2014-141152,2014-09-19,First Class,Corporate,United States,New York City,New York,10024,East
6295,CA-2014-141313,2015-01-01,Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East
6298,CA-2014-169852,2014-10-26,Standard Class,Corporate,United States,San Diego,California,92024,West
6299,CA-2017-107314,2017-12-03,First Class,Home Office,United States,San Francisco,California,94109,West
6300,US-2014-161305,2014-06-12,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
6302,CA-2017-166919,2017-11-27,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
6303,CA-2017-162712,2017-06-20,Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central
6304,CA-2017-107552,2017-05-05,Same Day,Consumer,United States,New York City,New York,10035,East
6305,CA-2016-163328,2016-11-06,Second Class,Corporate,United States,Eugene,Oregon,97405,West
6311,CA-2014-112837,2014-09-16,Standard Class,Consumer,United States,Oxnard,California,93030,West
6312,CA-2017-120019,2017-02-21,Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East
6314,CA-2014-100762,2014-11-29,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central
6318,CA-2017-161459,2017-11-29,Second Class,Corporate,United States,Laguna Niguel,California,92677,West
6320,CA-2017-160017,2017-10-02,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
6321,CA-2014-123316,2014-10-17,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East
6322,CA-2014-141299,2014-06-07,Second Class,Home Office,United States,Midland,Michigan,48640,Central
6323,CA-2014-104402,2014-06-23,Standard Class,Consumer,United States,Newark,Delaware,19711,East
6324,CA-2015-110289,2015-11-02,Standard Class,Corporate,United States,San Francisco,California,94109,West
6326,CA-2014-167927,2014-01-26,Standard Class,Consumer,United States,Westland,Michigan,48185,Central
6334,CA-2014-133305,2014-07-15,Standard Class,Consumer,United States,New York City,New York,10011,East
6336,CA-2016-165995,2016-09-06,Standard Class,Consumer,United States,Los Angeles,California,90008,West
6338,CA-2017-143112,2017-10-09,Standard Class,Corporate,United States,New York City,New York,10035,East
6341,US-2017-105830,2017-01-02,First Class,Consumer,United States,Lancaster,Ohio,43130,East
6342,CA-2015-146255,2015-03-10,First Class,Home Office,United States,Newark,Delaware,19711,East
6346,CA-2017-104822,2017-10-20,Same Day,Home Office,United States,New York City,New York,10024,East
6347,CA-2015-104486,2015-05-06,Standard Class,Consumer,United States,San Francisco,California,94109,West
6350,CA-2017-161557,2017-09-08,Standard Class,Consumer,United States,Dallas,Texas,75217,Central
6351,CA-2017-161130,2017-11-08,Standard Class,Corporate,United States,Miami,Florida,33178,South
6352,US-2015-161347,2015-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6353,US-2015-109015,2015-09-12,Standard Class,Corporate,United States,New York City,New York,10011,East
6355,CA-2014-110611,2014-10-13,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6356,CA-2017-139080,2017-01-28,Standard Class,Corporate,United States,Seattle,Washington,98103,West
6360,CA-2015-115693,2015-12-15,Standard Class,Home Office,United States,Los Angeles,California,90032,West
6361,US-2014-107993,2014-11-30,Standard Class,Consumer,United States,Springfield,Oregon,97477,West
6362,CA-2017-110443,2017-11-25,Standard Class,Consumer,United States,Renton,Washington,98059,West
6365,CA-2017-144848,2017-04-05,First Class,Home Office,United States,New York City,New York,10009,East
6368,US-2017-147998,2017-05-24,Standard Class,Consumer,United States,San Jose,California,95123,West
6369,CA-2016-103919,2016-10-07,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central
6370,CA-2016-113425,2016-11-21,Same Day,Home Office,United States,New York City,New York,10009,East
6371,CA-2017-143035,2017-10-05,Second Class,Home Office,United States,New York City,New York,10009,East
6374,CA-2014-107811,2014-05-03,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South
6376,CA-2016-163216,2016-10-10,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
6377,US-2016-116442,2016-12-22,Standard Class,Consumer,United States,Los Angeles,California,90004,West
6378,CA-2017-150623,2017-04-14,Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East
6380,US-2014-163797,2014-04-13,Standard Class,Home Office,United States,Chandler,Arizona,85224,West
6381,CA-2016-127236,2016-04-02,Standard Class,Consumer,United States,Springfield,Ohio,45503,East
6383,US-2017-104661,2017-01-18,First Class,Consumer,United States,Austin,Texas,78745,Central
6387,CA-2014-134103,2014-02-04,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central
6389,CA-2015-147529,2015-02-11,Standard Class,Corporate,United States,Springfield,Virginia,22153,South
6391,CA-2016-129126,2016-12-19,Standard Class,Consumer,United States,New York City,New York,10011,East
6397,CA-2017-131632,2017-11-04,Standard Class,Home Office,United States,Dallas,Texas,75217,Central
6398,CA-2017-151981,2017-08-12,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East
6401,CA-2017-125472,2017-05-31,First Class,Consumer,United States,Lafayette,Louisiana,70506,South
6404,CA-2015-156328,2015-12-05,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South
6405,CA-2017-154074,2017-09-02,Second Class,Corporate,United States,Spokane,Washington,99207,West
6407,CA-2017-161774,2017-05-15,First Class,Consumer,United States,Houston,Texas,77041,Central
6412,CA-2017-151211,2017-08-23,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South
6414,CA-2017-142671,2017-11-14,Second Class,Home Office,United States,Hollywood,Florida,33021,South
6415,CA-2017-144750,2017-08-21,Same Day,Corporate,United States,Chandler,Arizona,85224,West
6416,CA-2016-111976,2016-03-12,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6418,CA-2016-140130,2016-11-05,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central
6422,CA-2014-159121,2014-08-01,Standard Class,Corporate,United States,Draper,Utah,84020,West
6423,CA-2015-149650,2015-10-27,First Class,Home Office,United States,Oakland,California,94601,West
6424,CA-2017-115777,2017-08-24,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East
6425,CA-2016-143714,2016-05-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
6429,CA-2014-165764,2014-11-07,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
6433,CA-2015-121405,2015-04-04,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central
6435,US-2017-116897,2017-05-29,First Class,Consumer,United States,Pocatello,Idaho,83201,West
6438,US-2017-113992,2017-12-19,Standard Class,Consumer,United States,Plano,Texas,75023,Central
6439,CA-2014-166891,2014-10-06,First Class,Consumer,United States,New York City,New York,10024,East
6440,CA-2016-101161,2016-10-20,Standard Class,Corporate,United States,New York City,New York,10024,East
6445,CA-2015-151785,2015-03-10,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central
6446,US-2017-119816,2017-03-06,Second Class,Home Office,United States,Houston,Texas,77095,Central
6449,CA-2015-156510,2015-09-29,Standard Class,Consumer,United States,Meriden,Connecticut,6450,East
6452,US-2015-110261,2015-12-23,Second Class,Consumer,United States,Glenview,Illinois,60025,Central
6453,CA-2015-125710,2015-10-13,Standard Class,Consumer,United States,Houston,Texas,77036,Central
6454,CA-2017-161102,2017-08-03,First Class,Consumer,United States,San Francisco,California,94110,West
6456,CA-2014-110065,2014-08-11,Standard Class,Corporate,United States,New York City,New York,10009,East
6458,US-2017-133361,2017-05-17,First Class,Corporate,United States,Baltimore,Maryland,21215,East
6464,US-2016-155404,2016-09-28,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South
6465,CA-2015-114503,2015-11-17,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South
6466,CA-2017-153080,2017-05-25,Second Class,Consumer,United States,Los Angeles,California,90008,West
6467,CA-2016-163804,2016-12-08,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East
6470,CA-2015-108532,2015-09-02,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central
6472,CA-2014-151897,2014-06-10,Standard Class,Home Office,United States,Houston,Texas,77070,Central
6473,CA-2016-113292,2016-03-20,Second Class,Consumer,United States,Columbia,Tennessee,38401,South
6474,CA-2014-149524,2014-01-15,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
6475,CA-2017-140872,2017-06-10,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South
6483,CA-2017-113908,2017-06-09,Standard Class,Corporate,United States,New York City,New York,10011,East
6486,CA-2015-120621,2015-03-26,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
6489,US-2017-148866,2017-09-24,Standard Class,Consumer,United States,New York City,New York,10011,East
6490,CA-2014-149594,2014-09-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
6491,CA-2016-113845,2016-11-25,Standard Class,Corporate,United States,Orlando,Florida,32839,South
6494,CA-2017-111262,2017-11-01,Second Class,Consumer,United States,Houston,Texas,77095,Central
6497,CA-2015-103135,2015-07-28,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South
6501,CA-2014-129147,2014-11-06,Standard Class,Consumer,United States,Medina,Ohio,44256,East
6504,CA-2017-128265,2017-11-22,Second Class,Corporate,United States,New York City,New York,10011,East
6505,CA-2016-152331,2016-06-30,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
6506,US-2016-128909,2016-10-11,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
6508,CA-2017-102197,2017-12-26,Standard Class,Corporate,United States,New York City,New York,10009,East
6511,CA-2017-167640,2017-03-10,Standard Class,Home Office,United States,San Francisco,California,94109,West
6515,US-2017-116652,2017-09-19,Standard Class,Consumer,United States,San Francisco,California,94122,West
6520,CA-2017-138289,2017-01-18,Second Class,Consumer,United States,Jackson,Michigan,49201,Central
6523,CA-2016-129308,2016-07-13,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
6527,CA-2016-157791,2016-12-28,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East
6528,CA-2014-146864,2014-12-26,Standard Class,Home Office,United States,New York City,New York,10024,East
6529,CA-2014-103744,2014-02-27,Standard Class,Home Office,United States,El Paso,Texas,79907,Central
6531,US-2017-107384,2017-12-08,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central
6534,CA-2014-128209,2014-11-22,Standard Class,Consumer,United States,Buffalo,New York,14215,East
6536,CA-2014-169684,2014-10-23,First Class,Corporate,United States,Knoxville,Tennessee,37918,South
6538,CA-2015-109862,2015-10-30,Standard Class,Corporate,United States,Newark,Delaware,19711,East
6540,US-2017-107888,2017-11-19,First Class,Consumer,United States,Seattle,Washington,98103,West
6544,US-2017-154872,2017-05-18,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East
6547,CA-2014-113880,2014-03-05,Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central
6549,US-2015-164966,2015-08-01,First Class,Home Office,United States,Lakeville,Minnesota,55044,Central
6550,CA-2015-126739,2015-11-03,Second Class,Consumer,United States,New York City,New York,10035,East
6551,CA-2017-161578,2017-12-21,Second Class,Home Office,United States,Los Angeles,California,90036,West
6553,CA-2014-137092,2014-10-22,Second Class,Home Office,United States,Chicago,Illinois,60653,Central
6558,CA-2015-166947,2015-06-10,Standard Class,Corporate,United States,Buffalo,New York,14215,East
6559,CA-2016-160941,2016-07-26,Standard Class,Corporate,United States,Roseville,California,95661,West
6561,CA-2017-144680,2017-04-02,First Class,Corporate,United States,Arlington,Texas,76017,Central
6562,CA-2014-166086,2014-05-12,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East
6566,CA-2017-131282,2017-02-08,Second Class,Consumer,United States,Waco,Texas,76706,Central
6568,CA-2014-100678,2014-04-22,Standard Class,Consumer,United States,Houston,Texas,77095,Central
6572,CA-2016-161543,2016-05-16,Standard Class,Consumer,United States,Seattle,Washington,98105,West
6573,CA-2016-160535,2016-11-30,Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East
6575,CA-2017-123085,2017-03-08,Standard Class,Consumer,United States,Los Angeles,California,90008,West
6577,CA-2015-153752,2015-12-11,Second Class,Consumer,United States,Arlington,Virginia,22204,South
6578,CA-2014-103660,2014-08-30,Standard Class,Consumer,United States,Seattle,Washington,98103,West
6579,CA-2016-169887,2016-10-22,Same Day,Consumer,United States,Seattle,Washington,98105,West
6582,CA-2016-148516,2016-08-11,Standard Class,Corporate,United States,Edmonds,Washington,98026,West
6583,CA-2017-104731,2017-07-27,Standard Class,Consumer,United States,Salem,Virginia,24153,South
6590,CA-2014-164749,2014-03-26,First Class,Consumer,United States,Delray Beach,Florida,33445,South
6591,CA-2015-103716,2015-05-06,Standard Class,Corporate,United States,San Francisco,California,94110,West
6593,CA-2016-126795,2016-06-16,Second Class,Consumer,United States,New York City,New York,10024,East
6594,CA-2015-146290,2015-05-11,Standard Class,Corporate,United States,Indianapolis,Indiana,46203,Central
6595,CA-2017-157112,2017-04-26,First Class,Corporate,United States,Columbus,Ohio,43229,East
6597,CA-2014-169257,2014-06-12,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South
6599,CA-2014-154095,2014-12-07,Standard Class,Corporate,United States,Clinton,Maryland,20735,East
6603,CA-2017-146346,2017-06-20,First Class,Consumer,United States,Commerce City,Colorado,80022,West
6604,CA-2016-148852,2016-05-31,Standard Class,Consumer,United States,Santa Ana,California,92704,West
6609,US-2015-118906,2015-03-10,Same Day,Corporate,United States,Clinton,Maryland,20735,East
6610,CA-2016-168921,2016-10-22,First Class,Corporate,United States,Los Angeles,California,90049,West
6611,CA-2015-107678,2015-04-28,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South
6615,CA-2016-123512,2016-06-19,First Class,Consumer,United States,Los Angeles,California,90045,West
6618,US-2017-167402,2017-01-18,Second Class,Corporate,United States,Springfield,Missouri,65807,Central
6622,CA-2014-130449,2014-09-09,First Class,Corporate,United States,San Francisco,California,94109,West
6624,CA-2015-141250,2015-01-23,Standard Class,Consumer,United States,Texas City,Texas,77590,Central
6626,CA-2014-145541,2014-12-21,Standard Class,Consumer,United States,New York City,New York,10024,East
6627,CA-2014-138513,2014-05-27,Standard Class,Consumer,United States,Bellevue,Washington,98006,West
6628,CA-2015-135489,2015-09-22,Second Class,Consumer,United States,New York City,New York,10024,East
6629,CA-2015-125696,2015-10-06,Standard Class,Home Office,United States,Wilson,North Carolina,27893,South
6630,CA-2016-105081,2016-12-30,Standard Class,Consumer,United States,Seattle,Washington,98115,West
6632,US-2016-146857,2016-05-08,Second Class,Home Office,United States,Springfield,Missouri,65807,Central
6633,CA-2016-166275,2016-10-24,Same Day,Consumer,United States,San Francisco,California,94109,West
6634,CA-2017-144498,2017-05-06,Same Day,Consumer,United States,Charlotte,North Carolina,28205,South
6637,CA-2017-103352,2017-11-30,Second Class,Consumer,United States,New York City,New York,10011,East
6639,CA-2014-108609,2014-11-02,Second Class,Corporate,United States,Lorain,Ohio,44052,East
6640,CA-2017-128328,2017-08-09,Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central
6643,US-2015-156496,2015-08-16,Standard Class,Consumer,United States,Redmond,Oregon,97756,West
6646,US-2016-127334,2016-12-21,Standard Class,Home Office,United States,Springfield,Oregon,97477,West
6648,US-2017-124779,2017-09-11,First Class,Corporate,United States,Arlington,Texas,76017,Central
6654,CA-2017-135937,2017-02-27,Standard Class,Home Office,United States,Gilbert,Arizona,85234,West
6660,CA-2015-129322,2015-08-10,Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East
6663,CA-2017-162173,2017-11-01,Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South
6665,CA-2016-115483,2016-07-18,Second Class,Consumer,United States,Irving,Texas,75061,Central
6666,CA-2017-122175,2017-05-14,Second Class,Consumer,United States,Vineland,New Jersey,8360,East
6670,CA-2017-161088,2017-05-29,Standard Class,Home Office,United States,Columbus,Georgia,31907,South
6671,CA-2014-154837,2014-08-27,Second Class,Corporate,United States,Los Angeles,California,90032,West
6672,CA-2015-153794,2015-09-16,Standard Class,Corporate,United States,San Diego,California,92024,West
6673,CA-2015-135510,2015-09-12,Standard Class,Home Office,United States,Charlottesville,Virginia,22901,South
6674,CA-2015-109337,2015-11-23,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central
6678,CA-2014-150329,2014-10-14,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West
6679,CA-2017-145037,2017-09-07,Second Class,Consumer,United States,Meriden,Connecticut,6450,East
6682,CA-2017-154466,2017-01-02,First Class,Home Office,United States,Franklin,Wisconsin,53132,Central
6683,CA-2014-109134,2014-11-10,Standard Class,Home Office,United States,Los Angeles,California,90008,West
6684,US-2015-129637,2015-12-22,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central
6687,CA-2015-165162,2015-05-21,Standard Class,Consumer,United States,Los Angeles,California,90032,West
