Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
5218,CA-2017-167080,6/14/2017,Standard Class,Corporate,United States,New York City,New York,10011,East
5219,CA-2017-145653,9/1/2017,Same Day,Consumer,United States,Detroit,Michigan,48205,Central
5220,CA-2014-140487,6/20/2014,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central
5221,CA-2017-117401,5/22/2017,Second Class,Home Office,United States,Springfield,Missouri,65807,Central
5224,US-2017-109582,9/17/2017,Second Class,Consumer,United States,Los Angeles,California,90036,West
5225,CA-2016-119865,6/26/2016,Standard Class,Consumer,United States,New York City,New York,10011,East
5228,US-2014-147648,12/1/2014,Standard Class,Home Office,United States,San Francisco,California,94109,West
5229,CA-2017-124436,3/22/2017,Second Class,Consumer,United States,Fresno,California,93727,West
5233,CA-2014-115084,10/22/2014,Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South
5234,CA-2017-131037,8/23/2017,First Class,Consumer,United States,San Francisco,California,94110,West
5235,CA-2016-111143,11/22/2016,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central
5236,CA-2014-166744,9/24/2014,Standard Class,Consumer,United States,Columbia,Maryland,21044,East
5239,CA-2016-116561,9/17/2016,Standard Class,Consumer,United States,San Jose,California,95123,West
5241,CA-2016-110730,9/26/2016,Second Class,Corporate,United States,Seattle,Washington,98115,West
5242,CA-2017-146367,8/8/2017,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central
5243,CA-2016-149454,7/26/2016,First Class,Home Office,United States,Arlington,Virginia,22204,South
5244,CA-2016-156265,8/4/2016,Second Class,Corporate,United States,Los Angeles,California,90032,West
5247,US-2015-168914,5/27/2015,Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central
5248,US-2017-110989,11/5/2017,Second Class,Consumer,United States,Seattle,Washington,98105,West
5249,CA-2015-106215,4/21/2015,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
5250,US-2016-169369,12/18/2016,Standard Class,Consumer,United States,Columbus,Georgia,31907,South
5252,CA-2015-132318,11/2/2015,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South
5253,US-2014-131982,3/11/2014,Second Class,Home Office,United States,Des Moines,Washington,98198,West
5254,CA-2015-125185,3/7/2015,Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East
5256,CA-2016-130078,8/14/2016,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central
5257,US-2017-114034,1/8/2017,Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West
5258,US-2017-115595,10/11/2017,First Class,Consumer,United States,Los Angeles,California,90032,West
5259,CA-2017-158722,10/26/2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
5260,CA-2014-105165,9/10/2014,First Class,Home Office,United States,Houston,Texas,77036,Central
5265,CA-2017-147452,10/3/2017,First Class,Corporate,United States,Seattle,Washington,98103,West
5268,US-2017-114657,11/21/2017,Standard Class,Home Office,United States,Yonkers,New York,10701,East
5269,CA-2017-144484,9/11/2017,Same Day,Consumer,United States,San Francisco,California,94110,West
5271,CA-2017-125913,1/16/2017,Same Day,Corporate,United States,Los Angeles,California,90008,West
5273,US-2016-158309,11/29/2016,First Class,Home Office,United States,Miami,Florida,33142,South
5274,CA-2015-162887,11/9/2015,Second Class,Consumer,United States,Burlington,Vermont,5408,East
5275,CA-2017-147333,12/20/2017,Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South
5277,CA-2014-113859,9/17/2014,Standard Class,Home Office,United States,Odessa,Texas,79762,Central
5278,CA-2014-159681,12/13/2014,Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South
5279,US-2017-104094,9/11/2017,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central
5280,CA-2017-152709,10/12/2017,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central
5281,CA-2015-105158,9/10/2015,Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central
5283,CA-2014-133424,4/4/2014,Standard Class,Corporate,United States,Seattle,Washington,98105,West
5285,CA-2017-105991,5/6/2017,First Class,Consumer,United States,Louisville,Colorado,80027,West
5288,US-2017-136784,5/5/2017,Standard Class,Home Office,United States,San Francisco,California,94122,West
5289,CA-2014-146283,9/15/2014,Standard Class,Consumer,United States,Houston,Texas,77036,Central
5292,CA-2017-151218,6/23/2017,First Class,Consumer,United States,Miami,Florida,33180,South
5293,CA-2015-111073,12/30/2015,Standard Class,Consumer,United States,Medina,Ohio,44256,East
5294,CA-2017-144883,8/19/2017,Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central
5295,CA-2017-142174,3/9/2017,Standard Class,Consumer,United States,Houston,Texas,77041,Central
5296,CA-2017-108791,7/31/2017,Standard Class,Consumer,United States,Yonkers,New York,10701,East
5298,CA-2016-106656,9/26/2016,First Class,Corporate,United States,San Diego,California,92037,West
5300,CA-2016-113831,6/3/2016,Standard Class,Corporate,United States,Springfield,Virginia,22153,South
5303,US-2014-139500,11/20/2014,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central
5304,US-2014-166310,9/23/2014,First Class,Home Office,United States,Garland,Texas,75043,Central
5305,US-2016-168410,2/26/2016,Standard Class,Corporate,United States,Oceanside,New York,11572,East
5308,CA-2017-131254,11/21/2017,First Class,Consumer,United States,Houston,Texas,77095,Central
5311,CA-2016-123414,8/27/2016,Standard Class,Home Office,United States,Greenville,North Carolina,27834,South
5313,CA-2017-137876,5/5/2017,Standard Class,Corporate,United States,San Francisco,California,94110,West
5315,CA-2016-154060,5/8/2016,Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South
5316,US-2017-162558,10/5/2017,First Class,Home Office,United States,Knoxville,Tennessee,37918,South
5323,CA-2017-134439,9/23/2017,Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central
5324,CA-2015-119508,12/9/2015,Standard Class,Consumer,United States,Lakewood,California,90712,West
5326,CA-2015-152681,1/22/2015,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East
5327,CA-2014-130813,1/8/2014,Second Class,Consumer,United States,Los Angeles,California,90049,West
5328,CA-2015-120320,3/9/2015,Standard Class,Consumer,United States,Houston,Texas,77036,Central
5329,CA-2016-111941,12/28/2016,Second Class,Consumer,United States,New York City,New York,10035,East
5330,CA-2016-123120,9/8/2016,Standard Class,Consumer,United States,New York City,New York,10011,East
5333,CA-2014-103331,9/1/2014,Standard Class,Consumer,United States,Newark,Delaware,19711,East
5336,CA-2015-169278,5/25/2015,Standard Class,Corporate,United States,Seattle,Washington,98105,West
5337,CA-2017-111577,10/21/2017,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West
5338,CA-2015-146486,11/14/2015,Second Class,Consumer,United States,Oceanside,New York,11572,East
5342,US-2014-168501,11/27/2014,Standard Class,Corporate,United States,Dallas,Texas,75220,Central
5344,CA-2015-112053,10/13/2015,Second Class,Consumer,United States,Rochester,New York,14609,East
5345,CA-2017-108539,3/23/2017,Second Class,Consumer,United States,Los Angeles,California,90045,West
5348,CA-2015-149811,1/10/2015,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central
5350,US-2017-103814,12/16/2017,Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central
5351,CA-2016-123932,9/12/2016,Standard Class,Corporate,United States,Dallas,Texas,75217,Central
5353,US-2016-101616,9/6/2016,First Class,Corporate,United States,Monroe,Louisiana,71203,South
5354,CA-2014-113768,5/19/2014,Standard Class,Corporate,United States,Los Angeles,California,90004,West
5356,CA-2016-138037,10/3/2016,Standard Class,Consumer,United States,San Francisco,California,94109,West
5357,CA-2014-150490,8/11/2014,Standard Class,Consumer,United States,San Francisco,California,94122,West
5360,US-2017-126060,4/18/2017,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South
5361,CA-2017-100951,6/10/2017,First Class,Corporate,United States,Dallas,Texas,75217,Central
5362,CA-2016-122017,1/2/2017,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central
5364,CA-2014-123477,1/21/2014,Second Class,Corporate,United States,Springfield,Oregon,97477,West
5365,CA-2016-107790,11/24/2016,Standard Class,Consumer,United States,Houston,Texas,77041,Central
5366,CA-2017-158071,6/15/2017,Standard Class,Consumer,United States,Seattle,Washington,98103,West
5369,CA-2017-147403,9/13/2017,First Class,Corporate,United States,Akron,Ohio,44312,East
5370,US-2017-136721,4/12/2017,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central
5372,CA-2015-118738,10/30/2015,Standard Class,Corporate,United States,Houston,Texas,77041,Central
5375,CA-2017-134152,5/31/2017,Standard Class,Corporate,United States,Seattle,Washington,98103,West
5377,CA-2014-125542,12/7/2014,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
5379,CA-2016-136021,8/18/2016,Standard Class,Consumer,United States,Los Angeles,California,90045,West
5381,CA-2016-149195,9/7/2016,Second Class,Corporate,United States,Houston,Texas,77070,Central
5384,CA-2017-161410,7/3/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
5386,CA-2017-152786,3/17/2017,Standard Class,Consumer,United States,Rogers,Arkansas,72756,South
5387,CA-2017-164707,2/21/2017,Second Class,Corporate,United States,Los Angeles,California,90045,West
5390,CA-2017-163874,11/12/2017,Second Class,Corporate,United States,Seattle,Washington,98105,West
5391,US-2014-123183,11/25/2014,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East
5395,CA-2014-104829,11/21/2014,Second Class,Corporate,United States,Provo,Utah,84604,West
5396,US-2016-147340,9/24/2016,Same Day,Corporate,United States,San Francisco,California,94110,West
5397,CA-2016-145492,11/27/2016,Standard Class,Corporate,United States,Los Angeles,California,90004,West
5398,CA-2016-163202,10/2/2016,Standard Class,Corporate,United States,Lancaster,Ohio,43130,East
5399,CA-2016-117681,4/14/2016,Standard Class,Consumer,United States,Los Angeles,California,90004,West
5400,CA-2017-132262,9/23/2017,First Class,Consumer,United States,Seattle,Washington,98103,West
5402,CA-2017-123043,8/29/2017,Standard Class,Corporate,United States,New York City,New York,10024,East
5404,US-2016-143280,2/26/2016,Standard Class,Consumer,United States,Los Angeles,California,90045,West
5407,CA-2017-108854,12/14/2017,Standard Class,Corporate,United States,San Francisco,California,94109,West
5411,CA-2017-166856,9/22/2017,Standard Class,Consumer,United States,Clovis,New Mexico,88101,West
5413,CA-2016-153157,9/14/2016,First Class,Consumer,United States,Wichita,Kansas,67212,Central
5414,US-2017-125647,9/28/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
5417,CA-2014-132542,10/8/2014,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central
5418,CA-2015-110877,10/26/2015,First Class,Consumer,United States,Houston,Texas,77041,Central
5420,US-2016-151827,4/2/2016,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East
5422,US-2016-163258,1/2/2017,Standard Class,Consumer,United States,Los Angeles,California,90045,West
5423,CA-2017-103009,11/5/2017,Second Class,Corporate,United States,Richmond,Kentucky,40475,South
5424,US-2017-120649,1/26/2017,Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East
5425,CA-2016-153598,12/6/2016,First Class,Consumer,United States,Los Angeles,California,90045,West
5427,US-2016-108497,6/14/2016,Same Day,Home Office,United States,Los Angeles,California,90036,West
5428,CA-2016-113096,9/4/2016,First Class,Home Office,United States,San Francisco,California,94122,West
5429,CA-2014-136861,9/7/2014,First Class,Consumer,United States,Saint Petersburg,Florida,33710,South
5430,CA-2017-117422,10/25/2017,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East
5433,CA-2017-129707,4/29/2017,Standard Class,Consumer,United States,Chandler,Arizona,85224,West
5434,CA-2015-160171,10/24/2015,Standard Class,Home Office,United States,Los Angeles,California,90008,West
5436,CA-2014-103317,7/8/2014,First Class,Corporate,United States,Palm Coast,Florida,32137,South
5439,CA-2016-167115,4/9/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
5440,US-2017-153633,11/18/2017,Second Class,Consumer,United States,Jupiter,Florida,33458,South
5441,CA-2017-155929,9/13/2017,Standard Class,Consumer,United States,Glendale,Arizona,85301,West
5442,CA-2015-148712,4/23/2015,Standard Class,Consumer,United States,New York City,New York,10035,East
5445,CA-2016-128307,7/29/2016,Standard Class,Home Office,United States,Houston,Texas,77041,Central
5446,US-2016-127425,8/31/2016,Standard Class,Corporate,United States,New York City,New York,10035,East
5448,US-2014-119081,9/19/2014,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central
5452,CA-2016-140613,7/29/2016,Standard Class,Home Office,United States,Sparks,Nevada,89431,West
5453,US-2017-108700,5/23/2017,Standard Class,Corporate,United States,Rockford,Illinois,61107,Central
5454,CA-2017-160962,5/2/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
5456,CA-2017-130631,1/2/2018,Standard Class,Consumer,United States,Edmonds,Washington,98026,West
5458,CA-2017-116680,9/6/2017,Second Class,Consumer,United States,San Francisco,California,94122,West
5460,US-2014-107405,3/25/2014,Standard Class,Corporate,United States,Asheville,North Carolina,28806,South
5461,CA-2017-101574,10/4/2017,Standard Class,Consumer,United States,Los Angeles,California,90032,West
5462,CA-2014-146591,1/20/2014,First Class,Consumer,United States,Scottsdale,Arizona,85254,West
5466,CA-2014-107706,2/19/2014,Second Class,Consumer,United States,Houston,Texas,77095,Central
5467,CA-2016-122448,6/14/2016,Standard Class,Consumer,United States,San Francisco,California,94109,West
5468,CA-2014-132451,9/27/2014,First Class,Home Office,United States,San Diego,California,92105,West
5470,CA-2016-158547,6/4/2016,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East
5471,CA-2017-116946,12/23/2017,Standard Class,Consumer,United States,Parker,Colorado,80134,West
5474,CA-2017-121741,12/26/2017,Same Day,Corporate,United States,Fremont,Nebraska,68025,Central
5475,CA-2017-169691,6/18/2017,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central
5478,CA-2016-121356,11/24/2016,Standard Class,Consumer,United States,Newark,Delaware,19711,East
5479,CA-2014-101770,4/4/2014,Standard Class,Corporate,United States,Miami,Florida,33180,South
5480,CA-2017-105487,10/14/2017,Standard Class,Corporate,United States,San Diego,California,92105,West
5484,CA-2017-148999,2/4/2017,Standard Class,Consumer,United States,Miami,Florida,33142,South
5485,CA-2014-107573,12/17/2014,Standard Class,Consumer,United States,Miami,Florida,33178,South
5486,CA-2015-156608,10/29/2015,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central
5487,CA-2017-134495,4/4/2017,Second Class,Corporate,United States,Jacksonville,Florida,32216,South
5491,CA-2017-164098,1/27/2017,First Class,Consumer,United States,Houston,Texas,77070,Central
5492,CA-2014-105249,11/28/2014,Same Day,Home Office,United States,San Francisco,California,94122,West
5495,CA-2015-113523,9/8/2015,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
5496,CA-2017-117821,6/16/2017,Standard Class,Consumer,United States,Marion,Ohio,43302,East
5497,CA-2017-164378,7/18/2017,Second Class,Consumer,United States,New York City,New York,10024,East
5502,CA-2017-127782,11/6/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
5506,US-2016-162026,10/8/2016,Same Day,Consumer,United States,Los Angeles,California,90036,West
5507,CA-2016-150000,4/14/2016,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South
5508,CA-2015-168529,10/12/2015,Standard Class,Consumer,United States,San Francisco,California,94122,West
5509,US-2017-152569,5/20/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
5511,US-2014-137680,3/2/2014,Standard Class,Consumer,United States,Medford,Oregon,97504,West
5513,CA-2015-103177,6/1/2015,First Class,Consumer,United States,New York City,New York,10009,East
5516,US-2016-138408,11/21/2016,Second Class,Corporate,United States,Huntsville,Alabama,35810,South
5517,CA-2017-117667,12/9/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East
5522,CA-2016-110982,6/7/2016,First Class,Consumer,United States,Santa Clara,California,95051,West
5524,CA-2016-147123,12/12/2016,First Class,Home Office,United States,Long Beach,California,90805,West
5525,CA-2017-154501,5/5/2017,Standard Class,Corporate,United States,Los Angeles,California,90008,West
5526,CA-2017-166933,4/28/2017,Standard Class,Home Office,United States,Santa Barbara,California,93101,West
5527,CA-2015-142055,5/10/2015,First Class,Home Office,United States,New York City,New York,10009,East
5528,CA-2015-137106,4/4/2015,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
5529,CA-2017-136609,8/11/2017,Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central
5530,CA-2017-160885,12/6/2017,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central
5531,US-2016-167472,6/7/2016,First Class,Consumer,United States,Little Rock,Arkansas,72209,South
5538,CA-2015-120551,4/20/2015,Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central
5539,US-2017-150595,5/26/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central
5542,CA-2016-134936,12/25/2016,Standard Class,Corporate,United States,Tucson,Arizona,85705,West
5545,CA-2017-102967,9/26/2017,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East
5546,CA-2017-151008,9/8/2017,First Class,Consumer,United States,Draper,Utah,84020,West
5548,CA-2014-159800,12/1/2014,First Class,Consumer,United States,San Francisco,California,94109,West
5550,US-2014-159618,11/16/2014,Standard Class,Corporate,United States,Houston,Texas,77036,Central
5555,CA-2017-116113,10/6/2017,Second Class,Corporate,United States,Montgomery,Alabama,36116,South
5556,CA-2015-125066,12/18/2015,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South
5558,US-2015-114741,12/10/2015,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West
5561,CA-2017-133263,4/2/2017,Second Class,Corporate,United States,Atlanta,Georgia,30318,South
5564,CA-2017-157966,3/13/2017,Same Day,Home Office,United States,Chicago,Illinois,60610,Central
5571,CA-2014-151162,12/9/2014,Standard Class,Corporate,United States,Columbus,Ohio,43229,East
5576,CA-2016-136686,12/16/2016,Standard Class,Consumer,United States,Pasadena,California,91104,West
5578,CA-2017-137498,9/14/2017,Second Class,Consumer,United States,Los Angeles,California,90004,West
5581,CA-2017-163818,10/8/2017,Standard Class,Home Office,United States,Clinton,Maryland,20735,East
5582,CA-2016-161158,5/13/2016,Standard Class,Home Office,United States,New York City,New York,10024,East
5583,CA-2014-116673,12/19/2014,Second Class,Consumer,United States,San Diego,California,92037,West
5584,CA-2017-105333,12/4/2017,Standard Class,Home Office,United States,New York City,New York,10011,East
5587,CA-2015-149993,3/20/2015,First Class,Consumer,United States,Lancaster,California,93534,West
5588,CA-2014-168158,7/24/2014,Standard Class,Home Office,United States,Great Falls,Montana,59405,West
5589,CA-2016-115224,12/11/2016,Second Class,Consumer,United States,San Francisco,California,94110,West
5591,CA-2014-164742,10/18/2014,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East
5593,US-2017-108014,11/25/2017,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East
5594,CA-2017-160325,9/24/2017,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East
5596,CA-2015-159779,9/29/2015,Standard Class,Consumer,United States,Concord,New Hampshire,3301,East
5597,CA-2017-151176,2/20/2017,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East
5599,CA-2014-108903,10/3/2014,Same Day,Consumer,United States,Columbus,Ohio,43229,East
5602,CA-2016-117919,8/29/2016,Second Class,Corporate,United States,Houston,Texas,77041,Central
5604,CA-2015-142475,12/7/2015,Standard Class,Corporate,United States,New York City,New York,10011,East
5605,CA-2016-134516,9/25/2016,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South
5607,CA-2017-105193,3/31/2017,Standard Class,Consumer,United States,New York City,New York,10024,East
5608,CA-2015-168634,12/11/2015,Standard Class,Consumer,United States,San Francisco,California,94109,West
5609,CA-2017-117198,9/5/2017,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South
5610,CA-2015-145828,10/7/2015,First Class,Consumer,United States,Cincinnati,Ohio,45231,East
5611,CA-2017-121027,8/22/2017,Standard Class,Corporate,United States,Seattle,Washington,98105,West
5613,CA-2016-147431,2/7/2016,Standard Class,Consumer,United States,New York City,New York,10011,East
5614,CA-2016-158001,8/27/2016,Standard Class,Corporate,United States,New York City,New York,10035,East
5617,CA-2017-125745,7/4/2017,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South
5618,CA-2015-101154,9/21/2015,First Class,Consumer,United States,San Diego,California,92105,West
5619,US-2016-124163,9/30/2016,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central
5623,CA-2016-121748,10/28/2016,Second Class,Corporate,United States,Los Angeles,California,90032,West
5625,CA-2014-126683,10/1/2014,Second Class,Home Office,United States,Seattle,Washington,98115,West
5627,CA-2017-148810,7/1/2017,Standard Class,Corporate,United States,Miami,Florida,33180,South
5629,US-2016-146066,8/23/2016,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
5630,CA-2014-127614,2/15/2014,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South
5633,CA-2016-101742,9/28/2016,Second Class,Home Office,United States,New York City,New York,10009,East
5634,CA-2015-134943,12/6/2015,First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central
5635,CA-2017-123022,9/8/2017,Standard Class,Home Office,United States,La Mesa,California,91941,West
5637,CA-2017-113208,4/2/2017,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central
5638,CA-2014-154893,12/27/2014,Standard Class,Consumer,United States,San Diego,California,92024,West
5640,CA-2014-147900,9/28/2014,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East
5641,CA-2017-106355,4/5/2017,First Class,Home Office,United States,Meriden,Connecticut,6450,East
5642,CA-2016-127985,4/5/2016,Second Class,Home Office,United States,Columbus,Georgia,31907,South
5643,CA-2015-166604,5/20/2015,Second Class,Corporate,United States,Roswell,Georgia,30076,South
5644,CA-2017-120719,3/26/2017,First Class,Home Office,United States,Seattle,Washington,98105,West
5645,CA-2017-127117,4/19/2017,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East
5646,CA-2015-104241,1/9/2015,Standard Class,Corporate,United States,Alexandria,Virginia,22304,South
5647,CA-2017-168179,11/7/2017,Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West
5648,CA-2017-142342,7/19/2017,Second Class,Corporate,United States,Apple Valley,California,92307,West
5652,CA-2017-109099,10/11/2017,Standard Class,Corporate,United States,New York City,New York,10009,East
5653,US-2014-134187,11/11/2014,Standard Class,Corporate,United States,Long Beach,California,90805,West
5654,CA-2016-145261,12/21/2016,First Class,Home Office,United States,Salem,Oregon,97301,West
5661,CA-2016-108875,10/1/2016,Standard Class,Home Office,United States,Aurora,Colorado,80013,West
5663,CA-2016-141957,7/21/2016,Same Day,Corporate,United States,Newark,Ohio,43055,East
5667,CA-2016-142405,6/15/2016,Standard Class,Consumer,United States,Seattle,Washington,98103,West
5670,CA-2015-141012,6/11/2015,Second Class,Consumer,United States,Pocatello,Idaho,83201,West
5672,CA-2017-127922,11/3/2017,Standard Class,Corporate,United States,Dallas,Texas,75081,Central
5674,CA-2016-146318,1/27/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West
5675,CA-2014-135993,6/2/2014,Standard Class,Corporate,United States,Seattle,Washington,98115,West
5677,CA-2014-126802,1/5/2015,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
5678,CA-2016-143924,8/3/2016,Standard Class,Home Office,United States,Holland,Michigan,49423,Central
5680,CA-2016-141551,9/30/2016,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central
5682,CA-2014-164315,4/8/2014,Standard Class,Consumer,United States,Athens,Georgia,30605,South
5685,CA-2015-131072,11/5/2015,Same Day,Consumer,United States,Seattle,Washington,98105,West
5686,CA-2014-131541,7/28/2014,Same Day,Consumer,United States,Apopka,Florida,32712,South
5689,CA-2015-119550,12/31/2015,Standard Class,Home Office,United States,Houston,Texas,77070,Central
5690,US-2015-138093,12/16/2015,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East
5695,CA-2016-126165,5/7/2016,Second Class,Consumer,United States,San Francisco,California,94109,West
5696,CA-2017-126123,10/18/2017,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central
5698,CA-2016-143441,11/5/2016,Same Day,Consumer,United States,Laredo,Texas,78041,Central
5699,CA-2017-148320,11/8/2017,Standard Class,Consumer,United States,San Francisco,California,94109,West
5700,CA-2016-125661,11/26/2016,First Class,Home Office,United States,Cleveland,Ohio,44105,East
5702,US-2014-123519,12/21/2014,Standard Class,Consumer,United States,Marion,Ohio,43302,East
5705,CA-2014-155593,11/8/2014,Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East
5706,CA-2017-136000,9/25/2017,Second Class,Corporate,United States,New York City,New York,10009,East
5707,US-2015-160857,5/15/2015,Standard Class,Consumer,United States,New York City,New York,10024,East
5712,CA-2017-115805,7/31/2017,Same Day,Consumer,United States,Chicago,Illinois,60653,Central
5713,US-2014-143707,3/5/2014,Standard Class,Home Office,United States,New York City,New York,10035,East
5714,CA-2017-116939,9/29/2017,Standard Class,Consumer,United States,Richmond,Virginia,23223,South
5715,CA-2015-124107,10/12/2015,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central
5719,CA-2017-126550,4/2/2017,Second Class,Consumer,United States,Lafayette,Indiana,47905,Central
5720,CA-2015-138674,11/17/2015,First Class,Corporate,United States,Springfield,Oregon,97477,West
5723,CA-2016-165820,9/30/2016,Standard Class,Corporate,United States,San Francisco,California,94109,West
5724,CA-2014-103191,9/27/2014,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central
5725,CA-2015-103933,9/27/2015,First Class,Corporate,United States,New York City,New York,10011,East
5726,CA-2015-110548,5/8/2015,Standard Class,Corporate,United States,Houston,Texas,77095,Central
5727,CA-2017-117324,12/13/2017,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central
5732,CA-2017-143574,7/2/2017,First Class,Corporate,United States,Milford,Connecticut,6460,East
5735,CA-2014-111773,7/3/2014,Standard Class,Consumer,United States,New York City,New York,10024,East
5736,CA-2014-148614,1/25/2014,Standard Class,Consumer,United States,Los Angeles,California,90049,West
5738,CA-2017-156139,1/6/2017,Standard Class,Consumer,United States,San Francisco,California,94109,West
5739,US-2017-147886,3/31/2017,First Class,Corporate,United States,Fairfield,California,94533,West
5746,CA-2016-113733,12/12/2016,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South
5749,CA-2017-104913,11/22/2017,Standard Class,Consumer,United States,Long Beach,New York,11561,East
5750,CA-2014-145800,6/5/2014,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central
5751,CA-2016-125850,1/28/2016,Standard Class,Consumer,United States,San Diego,California,92037,West
5753,CA-2016-118514,2/10/2016,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South
5754,CA-2015-150749,4/3/2015,Second Class,Consumer,United States,Springfield,Virginia,22153,South
5755,CA-2014-163748,10/18/2014,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central
5757,CA-2015-119634,8/16/2015,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South
5758,CA-2015-149300,11/23/2015,First Class,Consumer,United States,Hialeah,Florida,33012,South
5759,US-2016-111528,12/30/2016,Same Day,Home Office,United States,Los Angeles,California,90032,West
5761,CA-2017-158169,8/15/2017,First Class,Consumer,United States,Lake Forest,California,92630,West
5763,CA-2015-162047,11/5/2015,First Class,Corporate,United States,Long Beach,New York,11561,East
5764,CA-2015-117772,9/12/2015,Second Class,Consumer,United States,Seattle,Washington,98103,West
5765,US-2014-126340,11/14/2014,Standard Class,Consumer,United States,Redding,California,96003,West
5766,CA-2016-149685,10/15/2016,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central
