ORDER_PRODUCT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,ORDER_DATE,SHIP_DATE,SHIP_MODE,REGION
4446,US-2014-147704,SR-20740,OFF-BI-10001634,29.1200,4,0.00,14.2688,2014-11-16,2014-11-21,Standard Class,Central
4447,US-2014-147704,SR-20740,OFF-ST-10000675,169.4500,5,0.00,42.3625,2014-11-16,2014-11-21,Standard Class,Central
4448,CA-2015-121965,LH-17155,FUR-FU-10000732,12.5600,2,0.00,4.0192,2015-06-19,2015-06-23,Standard Class,West
4449,CA-2015-121965,LH-17155,OFF-PA-10004355,6.4800,1,0.00,3.1104,2015-06-19,2015-06-23,Standard Class,West
4450,CA-2015-121965,LH-17155,OFF-EN-10000056,186.6900,3,0.00,87.7443,2015-06-19,2015-06-23,Standard Class,West
4451,CA-2016-147137,AA-10645,FUR-FU-10000221,25.4000,5,0.00,8.6360,2016-07-04,2016-07-06,First Class,West
4452,CA-2016-147137,AA-10645,OFF-EN-10003567,43.9600,2,0.00,20.6612,2016-07-04,2016-07-06,First Class,West
4453,CA-2016-147137,AA-10645,FUR-BO-10001811,1279.1650,5,0.15,225.7350,2016-07-04,2016-07-06,First Class,West
4454,CA-2016-147137,AA-10645,OFF-ST-10002486,27.9200,4,0.00,0.5584,2016-07-04,2016-07-06,First Class,West
4455,US-2015-146745,AS-10630,FUR-CH-10002372,129.5680,2,0.20,-12.9568,2015-09-03,2015-09-08,Standard Class,West
4456,US-2015-146745,AS-10630,OFF-BI-10003274,6.3680,2,0.20,2.1492,2015-09-03,2015-09-08,Standard Class,West
4457,CA-2017-115175,MC-17575,OFF-PA-10001878,244.5500,5,0.00,114.9385,2017-08-07,2017-08-12,Standard Class,West
4458,CA-2017-105851,SE-20110,OFF-SU-10002881,1332.4960,2,0.20,-299.8116,2017-03-13,2017-03-20,Standard Class,West
4459,US-2017-125717,DS-13030,FUR-FU-10001979,32.7760,1,0.20,3.2776,2017-09-28,2017-10-01,First Class,West
4460,US-2017-125717,DS-13030,OFF-ST-10001522,147.1840,2,0.20,-29.4368,2017-09-28,2017-10-01,First Class,West
4461,US-2017-125717,DS-13030,TEC-AC-10003657,54.3840,2,0.20,1.3596,2017-09-28,2017-10-01,First Class,West
4462,US-2017-125717,DS-13030,OFF-BI-10001718,76.7760,4,0.70,-58.8616,2017-09-28,2017-10-01,First Class,West
4463,US-2017-125717,DS-13030,OFF-PA-10003022,14.3520,3,0.20,5.2026,2017-09-28,2017-10-01,First Class,West
4464,US-2017-125717,DS-13030,OFF-AP-10000891,209.7920,2,0.20,26.2240,2017-09-28,2017-10-01,First Class,West
4465,CA-2015-163895,NS-18640,OFF-BI-10004970,3.3040,1,0.20,1.1151,2015-08-07,2015-08-11,Standard Class,West
4466,CA-2017-168641,KA-16525,OFF-AR-10003759,16.3800,9,0.00,7.3710,2017-11-24,2017-12-01,Standard Class,East
4467,CA-2017-168641,KA-16525,OFF-EN-10003001,167.9600,2,0.00,78.9412,2017-11-24,2017-12-01,Standard Class,East
4468,CA-2017-168641,KA-16525,FUR-BO-10000780,321.5680,2,0.20,-16.0784,2017-11-24,2017-12-01,Standard Class,East
4469,CA-2017-168641,KA-16525,OFF-PA-10001972,12.9600,2,0.00,6.2208,2017-11-24,2017-12-01,Standard Class,East
4470,CA-2017-156895,DJ-13510,FUR-CH-10003535,128.0580,3,0.30,-23.7822,2017-05-08,2017-05-12,Standard Class,East
4471,CA-2017-121300,MG-17680,FUR-CH-10003774,63.6860,1,0.30,-15.4666,2017-09-29,2017-09-29,Same Day,East
4472,CA-2017-121300,MG-17680,TEC-AC-10004571,239.9760,3,0.20,65.9934,2017-09-29,2017-09-29,Same Day,East
4473,CA-2017-121300,MG-17680,FUR-TA-10004442,344.2200,2,0.40,-189.3210,2017-09-29,2017-09-29,Same Day,East
4474,CA-2017-121300,MG-17680,OFF-PA-10002787,15.5520,3,0.20,5.4432,2017-09-29,2017-09-29,Same Day,East
4475,CA-2017-121300,MG-17680,FUR-FU-10004586,21.2480,4,0.20,7.4368,2017-09-29,2017-09-29,Same Day,East
4476,CA-2017-121300,MG-17680,OFF-PA-10002606,8.4480,2,0.20,2.6400,2017-09-29,2017-09-29,Same Day,East
4477,CA-2017-130211,BD-11620,OFF-ST-10000129,333.0900,3,0.00,23.3163,2017-10-22,2017-10-22,Same Day,Central
4478,CA-2017-130211,BD-11620,FUR-TA-10003748,248.9800,2,0.00,54.7756,2017-10-22,2017-10-22,Same Day,Central
4479,CA-2014-147235,CD-11920,OFF-PA-10004948,24.9000,5,0.00,11.7030,2014-03-24,2014-03-28,Standard Class,East
4480,CA-2016-109365,XP-21865,OFF-FA-10001561,15.2600,7,0.00,5.0358,2016-11-03,2016-11-08,Standard Class,West
4481,CA-2016-109365,XP-21865,OFF-AP-10002998,43.3200,2,0.00,14.2956,2016-11-03,2016-11-08,Standard Class,West
4482,CA-2016-109365,XP-21865,OFF-BI-10003981,43.5840,12,0.20,15.7992,2016-11-03,2016-11-08,Standard Class,West
4483,CA-2016-109365,XP-21865,OFF-PA-10001725,116.2800,3,0.00,56.9772,2016-11-03,2016-11-08,Standard Class,West
4484,CA-2016-109365,XP-21865,OFF-BI-10002071,9.2960,2,0.20,3.0212,2016-11-03,2016-11-08,Standard Class,West
4485,CA-2016-109365,XP-21865,OFF-PA-10000477,19.4400,3,0.00,9.3312,2016-11-03,2016-11-08,Standard Class,West
4486,CA-2016-109365,XP-21865,OFF-PA-10004359,314.5500,3,0.00,150.9840,2016-11-03,2016-11-08,Standard Class,West
4487,CA-2015-162621,CA-12055,OFF-BI-10000962,16.2700,5,0.80,-25.2185,2015-09-05,2015-09-11,Standard Class,Central
4488,CA-2015-162621,CA-12055,OFF-SU-10003567,69.1200,9,0.20,-14.6880,2015-09-05,2015-09-11,Standard Class,Central
4489,CA-2015-162621,CA-12055,OFF-BI-10003708,4.4700,3,0.80,-7.8225,2015-09-05,2015-09-11,Standard Class,Central
4490,CA-2017-105921,JM-15250,FUR-TA-10001095,418.2960,3,0.20,5.2287,2017-08-14,2017-08-21,Standard Class,West
4491,CA-2014-150798,JK-15730,TEC-CO-10001571,659.9880,2,0.40,109.9980,2014-12-01,2014-12-03,Second Class,East
4492,CA-2014-150798,JK-15730,FUR-FU-10000221,8.1280,2,0.20,1.4224,2014-12-01,2014-12-03,Second Class,East
4493,CA-2014-150798,JK-15730,OFF-PA-10001972,36.2880,7,0.20,12.7008,2014-12-01,2014-12-03,Second Class,East
4494,CA-2014-150798,JK-15730,FUR-CH-10000015,909.7200,6,0.30,-51.9840,2014-12-01,2014-12-03,Second Class,East
4495,CA-2017-112753,CC-12670,FUR-BO-10004015,917.9235,9,0.15,75.5937,2017-06-18,2017-06-23,Standard Class,West
4496,CA-2017-112753,CC-12670,OFF-PA-10002036,38.8800,6,0.00,19.0512,2017-06-18,2017-06-23,Standard Class,West
4497,CA-2017-155075,GW-14605,OFF-BI-10003650,631.1760,4,0.70,-462.8624,2017-12-02,2017-12-09,Standard Class,East
4498,CA-2014-103401,GR-14560,OFF-PA-10003309,12.9600,2,0.00,6.2208,2014-11-21,2014-11-26,Standard Class,West
4499,CA-2016-124814,FM-14215,OFF-PA-10002787,12.9600,2,0.00,6.2208,2016-04-10,2016-04-16,Standard Class,West
4500,CA-2016-124814,FM-14215,OFF-BI-10000174,23.2000,5,0.20,8.1200,2016-04-10,2016-04-16,Standard Class,West
4501,CA-2014-116757,MS-17980,OFF-PA-10002005,25.9200,5,0.20,9.0720,2014-06-30,2014-07-04,Standard Class,Central
4502,CA-2014-116757,MS-17980,OFF-FA-10002815,21.3120,6,0.20,7.1928,2014-06-30,2014-07-04,Standard Class,Central
4503,US-2014-138247,BF-11170,TEC-PH-10000213,173.6560,7,0.20,17.3656,2014-12-24,2014-12-29,Standard Class,West
4504,US-2014-138247,BF-11170,OFF-AP-10000828,361.9600,2,0.00,101.3488,2014-12-24,2014-12-29,Standard Class,West
4505,US-2014-138247,BF-11170,TEC-AC-10004708,62.8500,3,0.00,13.1985,2014-12-24,2014-12-29,Standard Class,West
4506,US-2014-138247,BF-11170,TEC-PH-10001530,818.3760,3,0.20,51.1485,2014-12-24,2014-12-29,Standard Class,West
4507,US-2014-138247,BF-11170,OFF-ST-10002301,20.3400,1,0.00,0.2034,2014-12-24,2014-12-29,Standard Class,West
4508,US-2014-138247,BF-11170,FUR-FU-10002554,23.9900,1,0.00,5.5177,2014-12-24,2014-12-29,Standard Class,West
4509,CA-2017-167003,VS-21820,FUR-TA-10001520,171.2880,3,0.20,-6.4233,2017-05-23,2017-05-29,Standard Class,West
4510,CA-2016-119935,KM-16225,FUR-FU-10001085,37.3000,2,0.00,17.1580,2016-11-10,2016-11-14,Standard Class,Central
4511,CA-2016-119935,KM-16225,OFF-BI-10001597,81.9600,2,0.00,39.3408,2016-11-10,2016-11-14,Standard Class,Central
4512,CA-2016-118969,LP-17095,OFF-BI-10002429,54.7920,6,0.70,-40.1808,2016-10-02,2016-10-03,First Class,West
4513,CA-2016-145240,BG-11740,OFF-ST-10001590,10.7840,1,0.20,0.8088,2016-09-06,2016-09-08,First Class,Central
4514,CA-2016-120873,BW-11200,FUR-CH-10000847,290.9800,1,0.00,75.6548,2016-10-27,2016-11-01,Second Class,South
4515,US-2017-111920,PS-18970,OFF-AR-10003179,36.4400,4,0.00,12.0252,2017-10-22,2017-10-26,Standard Class,Central
4516,US-2016-128678,RB-19570,OFF-PA-10000807,21.4000,5,0.00,10.0580,2016-09-15,2016-09-20,Standard Class,West
4517,US-2016-128678,RB-19570,OFF-BI-10002103,48.6640,7,0.20,15.8158,2016-09-15,2016-09-20,Standard Class,West
4518,CA-2016-101385,JW-16075,OFF-AR-10004441,16.5600,4,0.00,6.9552,2016-09-25,2016-10-01,Standard Class,West
4519,CA-2017-107167,ND-18460,OFF-ST-10003805,1347.5200,8,0.20,84.2200,2017-06-10,2017-06-14,Standard Class,South
4520,CA-2014-109491,LC-16930,TEC-AC-10001284,62.3100,3,0.00,22.4316,2014-02-20,2014-02-26,Standard Class,Central
4521,CA-2014-109491,LC-16930,FUR-FU-10000221,20.3200,4,0.00,6.9088,2014-02-20,2014-02-26,Standard Class,Central
4522,CA-2017-105445,BP-11095,OFF-FA-10001229,9.4320,3,0.20,3.0654,2017-02-20,2017-02-25,Second Class,West
4523,CA-2014-107454,RD-19720,OFF-LA-10001569,34.8600,7,0.00,16.0356,2014-11-02,2014-11-06,Standard Class,East
4524,CA-2014-107454,RD-19720,FUR-FU-10004018,89.3400,6,0.00,24.1218,2014-11-02,2014-11-06,Standard Class,East
4525,US-2017-105046,BE-11335,TEC-PH-10004536,269.9800,2,0.00,67.4950,2017-07-17,2017-07-23,Standard Class,East
4526,US-2017-105046,BE-11335,OFF-PA-10004353,99.9000,5,0.00,47.9520,2017-07-17,2017-07-23,Standard Class,East
4527,US-2017-105046,BE-11335,FUR-FU-10004848,39.0800,4,0.00,14.4596,2017-07-17,2017-07-23,Standard Class,East
4528,CA-2017-152856,RS-19765,TEC-AC-10004864,116.8320,4,0.20,33.5892,2017-09-08,2017-09-10,Second Class,East
4529,CA-2016-134691,KC-16540,OFF-BI-10002393,2.2960,2,0.80,-3.9032,2016-11-14,2016-11-18,Standard Class,Central
4530,CA-2016-118759,MB-17305,FUR-CH-10002335,408.0060,2,0.10,72.5344,2016-11-14,2016-11-17,First Class,East
4531,CA-2016-118759,MB-17305,OFF-ST-10001590,40.4400,3,0.00,10.5144,2016-11-14,2016-11-17,First Class,East
4532,CA-2014-140403,TN-21040,FUR-CH-10002774,122.3520,3,0.20,13.7646,2014-10-10,2014-10-10,Same Day,West
4533,CA-2014-140403,TN-21040,OFF-EN-10001219,15.2800,2,0.00,7.4872,2014-10-10,2014-10-10,Same Day,West
4534,CA-2015-163104,MC-18130,OFF-PA-10001947,11.9600,2,0.00,5.8604,2015-03-19,2015-03-26,Standard Class,West
4535,CA-2017-138464,VF-21715,FUR-FU-10003142,15.8400,3,0.00,4.9104,2017-07-08,2017-07-12,Standard Class,West
4536,CA-2017-138464,VF-21715,OFF-BI-10001543,86.3760,3,0.20,30.2316,2017-07-08,2017-07-12,Standard Class,West
4537,CA-2017-138464,VF-21715,OFF-AR-10003560,18.2400,3,0.00,6.2016,2017-07-08,2017-07-12,Standard Class,West
4538,CA-2017-138464,VF-21715,OFF-AR-10004757,13.1200,4,0.00,4.3296,2017-07-08,2017-07-12,Standard Class,West
4539,CA-2015-104129,ES-14080,TEC-PH-10003800,105.9800,2,0.00,1.0598,2015-02-27,2015-03-02,Standard Class,East
4540,CA-2015-104129,ES-14080,FUR-TA-10004152,493.9200,7,0.30,-28.2240,2015-02-27,2015-03-02,Standard Class,East
4541,US-2017-132206,MK-17905,OFF-BI-10000756,5.9360,7,0.80,-8.9040,2017-06-16,2017-06-21,Standard Class,Central
4542,CA-2017-113474,TM-21490,OFF-EN-10004206,325.8600,2,0.00,149.8956,2017-03-30,2017-03-31,First Class,Central
4543,CA-2015-126557,RL-19615,FUR-CH-10004477,383.6070,9,0.30,-5.4801,2015-07-12,2015-07-17,Second Class,Central
4544,CA-2015-126557,RL-19615,TEC-PH-10003505,148.4800,2,0.20,16.7040,2015-07-12,2015-07-17,Second Class,Central
4545,CA-2015-126557,RL-19615,TEC-PH-10000526,537.5440,7,0.20,53.7544,2015-07-12,2015-07-17,Second Class,Central
4546,CA-2015-126557,RL-19615,OFF-BI-10003314,1.9280,2,0.80,-2.9884,2015-07-12,2015-07-17,Second Class,Central
4547,CA-2015-126557,RL-19615,OFF-AR-10003190,6.9120,3,0.20,0.6912,2015-07-12,2015-07-17,Second Class,Central
4548,CA-2015-126557,RL-19615,FUR-FU-10001861,7.7600,1,0.60,-2.1340,2015-07-12,2015-07-17,Second Class,Central
4549,CA-2015-126557,RL-19615,TEC-PH-10003963,659.1680,4,0.20,49.4376,2015-07-12,2015-07-17,Second Class,Central
4550,US-2017-107636,NM-18520,OFF-LA-10003388,5.7600,2,0.00,2.8224,2017-04-30,2017-05-02,First Class,East
4551,US-2014-165862,GK-14620,FUR-TA-10002855,351.2160,3,0.20,4.3902,2014-07-13,2014-07-17,Standard Class,West
4552,US-2014-106334,JF-15490,FUR-CH-10004886,230.2800,3,0.20,23.0280,2014-12-27,2015-01-02,Standard Class,West
4553,US-2014-106334,JF-15490,OFF-PA-10003657,12.8400,3,0.00,5.7780,2014-12-27,2015-01-02,Standard Class,West
4554,CA-2016-101448,EB-13930,OFF-BI-10004738,56.8200,3,0.00,28.4100,2016-02-27,2016-03-01,Second Class,Central
4555,CA-2015-130218,SG-20470,OFF-FA-10003112,31.5600,4,0.00,14.2020,2015-03-23,2015-03-26,First Class,South
4556,CA-2015-130218,SG-20470,OFF-ST-10002486,27.9200,4,0.00,0.5584,2015-03-23,2015-03-26,First Class,South
4557,US-2017-117331,ND-18370,OFF-BI-10003984,8.5590,1,0.70,-6.5619,2017-10-21,2017-10-28,Standard Class,West
4558,CA-2014-127383,CM-11815,OFF-EN-10004773,49.5680,2,0.20,17.9684,2014-12-31,2015-01-05,Standard Class,Central
4559,CA-2014-110219,EB-13870,FUR-CH-10001146,127.8690,3,0.30,-9.1335,2014-05-05,2014-05-08,First Class,Central
4560,CA-2015-118871,HM-14860,OFF-EN-10003296,271.4400,3,0.00,122.1480,2015-12-04,2015-12-09,Second Class,West
4561,CA-2015-118871,HM-14860,TEC-PH-10000193,110.3520,3,0.20,8.2764,2015-12-04,2015-12-09,Second Class,West
4562,CA-2015-118871,HM-14860,FUR-FU-10002111,36.4000,5,0.00,13.8320,2015-12-04,2015-12-09,Second Class,West
4563,CA-2017-129490,SJ-20125,FUR-CH-10003298,419.1360,4,0.20,-57.6312,2017-09-26,2017-09-30,Standard Class,South
4564,CA-2014-101175,DM-12955,OFF-ST-10004950,100.7040,6,0.20,-1.2588,2014-12-09,2014-12-14,Standard Class,West
4565,US-2017-149510,MC-17575,OFF-AP-10002350,45.2160,3,0.20,4.5216,2017-12-03,2017-12-10,Standard Class,South
4566,US-2017-149510,MC-17575,OFF-BI-10004233,28.7820,6,0.70,-21.1068,2017-12-03,2017-12-10,Standard Class,South
4567,US-2017-149510,MC-17575,OFF-PA-10001892,24.4480,4,0.20,8.8624,2017-12-03,2017-12-10,Standard Class,South
4568,CA-2015-111990,DB-13660,OFF-BI-10003291,10.4760,6,0.80,-17.2854,2015-11-08,2015-11-13,Standard Class,Central
4569,CA-2014-169460,NF-18595,FUR-FU-10004017,76.1400,3,0.00,26.6490,2014-04-19,2014-04-21,Second Class,West
4570,US-2015-152128,NM-18445,OFF-AR-10002445,21.2400,3,0.00,8.0712,2015-05-25,2015-05-27,Second Class,Central
4571,US-2015-152128,NM-18445,OFF-BI-10001718,127.9600,2,0.00,60.1412,2015-05-25,2015-05-27,Second Class,Central
4572,CA-2017-126662,AB-10255,TEC-CO-10004202,479.9840,2,0.20,89.9970,2017-07-17,2017-07-21,Standard Class,West
4573,CA-2016-139395,MG-17650,TEC-PH-10002103,657.9300,7,0.00,184.2204,2016-12-12,2016-12-18,Standard Class,Central
4574,CA-2016-139395,MG-17650,FUR-FU-10003724,33.4800,4,0.00,8.7048,2016-12-12,2016-12-18,Standard Class,Central
4575,CA-2016-139395,MG-17650,OFF-AR-10003732,13.9000,5,0.00,3.6140,2016-12-12,2016-12-18,Standard Class,Central
4576,CA-2016-139395,MG-17650,OFF-ST-10000885,26.8600,2,0.00,6.7150,2016-12-12,2016-12-18,Standard Class,Central
4577,US-2014-121734,SE-20110,OFF-BI-10004817,9.5840,1,0.20,3.3544,2014-04-11,2014-04-16,Standard Class,West
4578,CA-2015-110947,AG-10765,OFF-BI-10001670,113.1000,3,0.00,56.5500,2015-06-09,2015-06-15,Standard Class,South
4579,US-2014-150126,AS-10045,OFF-PA-10002709,65.7800,11,0.00,32.2322,2014-07-27,2014-08-02,Standard Class,East
4580,CA-2015-164427,AR-10405,TEC-AC-10004469,239.7000,6,0.00,105.4680,2015-07-31,2015-08-06,Standard Class,South
4581,CA-2016-120250,AP-10720,FUR-FU-10003424,25.6320,3,0.20,3.8448,2016-09-19,2016-09-22,First Class,East
4582,CA-2016-121993,JB-16000,OFF-LA-10003720,23.6160,8,0.20,7.9704,2016-06-10,2016-06-12,First Class,East
4583,US-2016-100405,TS-21430,OFF-AR-10000390,8.2600,2,0.00,3.7996,2016-08-26,2016-08-28,Second Class,West
4584,US-2017-163790,NL-18310,OFF-EN-10001335,76.5800,7,0.00,38.2900,2017-11-02,2017-11-04,Second Class,West
4585,US-2017-163790,NL-18310,OFF-AR-10003469,8.8000,5,0.00,4.2240,2017-11-02,2017-11-04,Second Class,West
4586,US-2017-163790,NL-18310,OFF-BI-10003718,590.3520,6,0.20,206.6232,2017-11-02,2017-11-04,Second Class,West
4587,US-2017-163790,NL-18310,OFF-FA-10004838,5.5800,3,0.00,0.1674,2017-11-02,2017-11-04,Second Class,West
4588,US-2017-163790,NL-18310,FUR-FU-10002508,25.0200,3,0.00,10.5084,2017-11-02,2017-11-04,Second Class,West
4589,US-2017-163790,NL-18310,OFF-ST-10001511,452.5500,7,0.00,22.6275,2017-11-02,2017-11-04,Second Class,West
4590,CA-2016-129868,MC-18130,OFF-SU-10000952,17.7600,2,0.00,4.9728,2016-12-26,2016-12-31,Standard Class,West
4591,CA-2016-129868,MC-18130,TEC-PH-10002275,302.3840,2,0.20,30.2384,2016-12-26,2016-12-31,Standard Class,West
4592,CA-2016-129868,MC-18130,FUR-CH-10003535,146.3520,3,0.20,-5.4882,2016-12-26,2016-12-31,Standard Class,West
4593,CA-2016-129868,MC-18130,OFF-AP-10004052,7.9000,2,0.00,2.0540,2016-12-26,2016-12-31,Standard Class,West
4594,CA-2016-129868,MC-18130,FUR-TA-10003473,902.7120,3,0.20,33.8517,2016-12-26,2016-12-31,Standard Class,West
4595,CA-2016-129868,MC-18130,OFF-AR-10001897,53.9700,3,0.00,15.1116,2016-12-26,2016-12-31,Standard Class,West
4596,CA-2016-140564,TC-21475,OFF-AR-10000034,33.9200,8,0.00,13.2288,2016-12-05,2016-12-10,Second Class,East
4597,US-2017-169502,MG-17650,OFF-SU-10004115,21.8100,3,0.00,5.8887,2017-08-28,2017-09-01,Standard Class,Central
4598,US-2017-169502,MG-17650,OFF-AP-10001947,91.6000,5,0.00,26.5640,2017-08-28,2017-09-01,Standard Class,Central
4599,CA-2015-146948,MG-17890,FUR-CH-10004853,150.9800,1,0.00,43.7842,2015-07-16,2015-07-20,Standard Class,East
4600,CA-2015-146948,MG-17890,OFF-EN-10000483,137.2500,9,0.00,63.1350,2015-07-16,2015-07-20,Standard Class,East
4601,CA-2015-146948,MG-17890,OFF-FA-10001332,11.5200,4,0.00,5.4144,2015-07-16,2015-07-20,Standard Class,East
4602,US-2015-113327,BF-11170,OFF-PA-10003790,18.2720,1,0.20,5.9384,2015-05-26,2015-05-29,Second Class,South
4603,US-2015-113327,BF-11170,OFF-PA-10003134,153.7280,4,0.20,53.8048,2015-05-26,2015-05-29,Second Class,South
4604,US-2015-113327,BF-11170,OFF-EN-10004459,12.2240,2,0.20,4.4312,2015-05-26,2015-05-29,Second Class,South
4605,US-2015-113327,BF-11170,TEC-AC-10003628,167.9440,7,0.20,50.3832,2015-05-26,2015-05-29,Second Class,South
4606,CA-2015-135020,MS-17770,TEC-PH-10004093,45.9900,1,0.00,13.3371,2015-05-28,2015-06-02,Standard Class,East
4607,CA-2015-135020,MS-17770,OFF-ST-10001490,535.4100,3,0.00,160.6230,2015-05-28,2015-06-02,Standard Class,East
4608,CA-2015-135020,MS-17770,OFF-BI-10000605,6.0960,2,0.20,2.0574,2015-05-28,2015-06-02,Standard Class,East
4609,CA-2015-135020,MS-17770,OFF-PA-10004255,45.3600,7,0.00,21.7728,2015-05-28,2015-06-02,Standard Class,East
4610,US-2017-141852,JE-15745,FUR-FU-10000023,47.1200,8,0.00,20.7328,2017-11-09,2017-11-14,Standard Class,West
4611,CA-2016-109407,HG-14965,OFF-BI-10000285,31.3600,4,0.00,15.6800,2016-01-24,2016-01-26,Second Class,South
4612,US-2017-165953,EP-13915,OFF-AR-10000588,47.6160,3,0.20,3.5712,2016-12-31,2017-01-06,Standard Class,South
4613,US-2017-165953,EP-13915,OFF-PA-10002250,23.4800,5,0.20,8.2180,2016-12-31,2017-01-06,Standard Class,South
4614,CA-2016-144540,GH-14410,OFF-AP-10002457,62.7900,3,0.80,-166.3935,2016-09-05,2016-09-10,Standard Class,Central
4615,CA-2016-144540,GH-14410,OFF-FA-10002763,28.4400,9,0.20,4.2660,2016-09-05,2016-09-10,Standard Class,Central
4616,CA-2015-159863,DS-13180,TEC-AC-10000109,134.3760,3,0.20,6.7188,2015-09-04,2015-09-07,Second Class,Central
4617,CA-2015-117800,TH-21550,TEC-PH-10002415,589.9000,2,0.00,147.4750,2015-09-21,2015-09-26,Standard Class,East
4618,CA-2015-117800,TH-21550,FUR-CH-10000785,542.9400,3,0.00,141.1644,2015-09-21,2015-09-26,Standard Class,East
4619,CA-2017-145219,RM-19675,TEC-CO-10001449,2879.9520,6,0.20,1007.9832,2017-12-24,2017-12-25,First Class,West
4620,CA-2017-145219,RM-19675,OFF-BI-10001670,90.4800,3,0.20,33.9300,2017-12-24,2017-12-25,First Class,West
4621,CA-2015-161214,SF-20965,OFF-ST-10001328,77.5500,5,0.00,21.7140,2015-10-05,2015-10-08,Second Class,East
4622,CA-2017-147228,SO-20335,OFF-SU-10001225,8.8320,3,0.20,-1.9872,2017-09-09,2017-09-14,Standard Class,South
4623,CA-2017-147228,SO-20335,OFF-PA-10000357,177.5360,4,0.20,62.1376,2017-09-09,2017-09-14,Standard Class,South
4624,CA-2017-147228,SO-20335,OFF-ST-10000046,258.4800,2,0.20,-3.2310,2017-09-09,2017-09-14,Standard Class,South
4625,CA-2017-147228,SO-20335,FUR-FU-10000023,14.1360,3,0.20,4.2408,2017-09-09,2017-09-14,Standard Class,South
4626,CA-2016-101336,CK-12760,OFF-ST-10003455,77.5500,5,0.00,20.1630,2016-11-13,2016-11-18,Standard Class,East
4627,CA-2016-101336,CK-12760,OFF-ST-10000876,24.8800,2,0.00,6.9664,2016-11-13,2016-11-18,Standard Class,East
4628,CA-2016-101336,CK-12760,OFF-AR-10003582,140.7500,5,0.00,39.4100,2016-11-13,2016-11-18,Standard Class,East
4629,CA-2016-101336,CK-12760,OFF-ST-10004258,36.6300,3,0.00,9.8901,2016-11-13,2016-11-18,Standard Class,East
4630,US-2015-126235,GA-14725,FUR-FU-10000719,17.1400,2,0.00,6.1704,2015-10-15,2015-10-15,Same Day,Central
4631,CA-2017-168396,BD-11725,OFF-LA-10001297,51.7500,5,0.00,24.8400,2017-08-03,2017-08-08,Second Class,West
4632,CA-2017-168396,BD-11725,FUR-FU-10000723,123.9600,3,0.00,11.1564,2017-08-03,2017-08-08,Second Class,West
4633,CA-2015-130456,DS-13180,FUR-BO-10003893,586.3980,6,0.15,34.4940,2015-08-21,2015-08-26,Standard Class,West
4634,CA-2015-130456,DS-13180,OFF-ST-10000736,80.9800,1,0.00,3.2392,2015-08-21,2015-08-26,Standard Class,West
4635,CA-2017-116288,BS-11380,OFF-ST-10000736,242.9400,3,0.00,9.7176,2017-03-12,2017-03-17,Standard Class,West
4636,CA-2017-168228,AP-10915,OFF-AR-10003373,123.9200,4,0.00,33.4584,2017-04-27,2017-04-29,First Class,West
4637,CA-2017-168228,AP-10915,OFF-AR-10000390,12.3900,3,0.00,5.6994,2017-04-27,2017-04-29,First Class,West
4638,CA-2017-168228,AP-10915,OFF-AR-10001725,47.3000,2,0.00,12.2980,2017-04-27,2017-04-29,First Class,West
4639,CA-2016-102162,JF-15565,TEC-CO-10001943,1599.9200,8,0.00,751.9624,2016-09-11,2016-09-16,Standard Class,South
4640,CA-2016-102162,JF-15565,OFF-EN-10002312,11.0900,1,0.00,5.4341,2016-09-11,2016-09-16,Standard Class,South
4641,CA-2017-130141,HA-14905,OFF-BI-10000831,3.1680,4,0.70,-2.5344,2017-10-22,2017-10-24,Second Class,West
4642,CA-2017-130141,HA-14905,FUR-CH-10000749,579.1360,4,0.20,-28.9568,2017-10-22,2017-10-24,Second Class,West
4643,CA-2015-147501,Co-12640,OFF-BI-10002003,6.3680,2,0.20,2.1492,2015-08-02,2015-08-06,Standard Class,West
4644,CA-2015-147501,Co-12640,TEC-MA-10001972,558.4000,2,0.20,41.8800,2015-08-02,2015-08-06,Standard Class,West
4645,CA-2016-143910,BC-11125,FUR-CH-10000225,145.7640,2,0.10,-8.0980,2016-08-12,2016-08-16,Standard Class,East
4646,CA-2014-146885,EB-13840,OFF-PA-10001622,13.6200,3,0.00,6.1290,2014-05-30,2014-06-05,Standard Class,South
4647,CA-2016-139556,DB-13360,FUR-CH-10004983,434.6460,3,0.10,62.7822,2016-04-26,2016-05-01,Standard Class,East
4648,CA-2017-129357,KB-16585,OFF-PA-10003228,440.1900,9,0.00,206.8893,2017-05-14,2017-05-19,Standard Class,West
4649,CA-2017-129357,KB-16585,OFF-SU-10004498,64.4000,5,0.00,1.9320,2017-05-14,2017-05-19,Standard Class,West
4650,CA-2017-150987,AH-10120,OFF-PA-10001878,244.5500,5,0.00,114.9385,2017-04-08,2017-04-12,Standard Class,West
4651,CA-2017-150987,AH-10120,OFF-PA-10002923,195.7600,4,0.00,97.8800,2017-04-08,2017-04-12,Standard Class,West
4652,CA-2017-132647,GH-14410,OFF-PA-10001838,11.7600,2,0.00,5.7624,2017-02-17,2017-02-23,Standard Class,East
4653,CA-2017-132647,GH-14410,OFF-ST-10003123,166.4500,5,0.00,39.9480,2017-02-17,2017-02-23,Standard Class,East
